id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Memory|CD4+ Memory	CD4+ Memory|Enterocytes	CD4+ Memory|Macrophages	CD4+ Memory|Plasma	CD4+ Memory|WNT2B+ Fos-hi	Enterocytes|CD4+ Memory	Enterocytes|Enterocytes	Enterocytes|Macrophages	Enterocytes|Plasma	Enterocytes|WNT2B+ Fos-hi	Macrophages|CD4+ Memory	Macrophages|Enterocytes	Macrophages|Macrophages	Macrophages|Plasma	Macrophages|WNT2B+ Fos-hi	Plasma|CD4+ Memory	Plasma|Enterocytes	Plasma|Macrophages	Plasma|Plasma	Plasma|WNT2B+ Fos-hi	WNT2B+ Fos-hi|CD4+ Memory	WNT2B+ Fos-hi|Enterocytes	WNT2B+ Fos-hi|Macrophages	WNT2B+ Fos-hi|Plasma	WNT2B+ Fos-hi|WNT2B+ Fos-hi
CPI-SS09AFCF898	CCR2_CCL8	simple:P41597	simple:P80075	CCR2	CCL8	True	True	False	curated	False	0.001	0.0	0.013	0.002	1.038	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.013	0.002	1.038	0.012	0.0	0.023	0.012	1.048	0.0	0.0	0.0	0.0	0.0
CPI-SS0F8C2FA91	CCR1_CCL8	simple:P32246	simple:P80075	CCR1	CCL8	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.061	0.05	1.086	0.003	0.0	0.014	0.003	1.039	0.006	0.0	0.017	0.006	1.042
CPI-SS0DFAF1FE2	CCR5_CCL8	simple:P51681	simple:P80075	CCR5	CCL8	True	True	False	curated	False	0.004	0.0	0.015	0.004	1.04	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.022	0.011	1.047	0.001	0.0	0.012	0.002	1.038	0.0	0.0	0.0	0.0	0.0
CPI-SS0ADA38C78	ACKR2_CCL7	simple:O00590	simple:P80098	ACKR2	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	CCR2	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.0	0.0	0.084
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0
CPI-SS0638E0E29	CCR10_CCL7	simple:P46092	simple:P80098	CCR10	CCL7	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.314	0.0	0.0	0.0	0.0	0.0
CPI-SS045A5FC60	ACKR2_CCL14	simple:O00590	simple:Q16627	ACKR2	CCL14	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS059CC19A3	CCR1_CCL14	simple:P32246	simple:Q16627	CCR1	CCL14	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0
CPI-SS06B0861F1	ACKR2_CCL13	simple:O00590	simple:Q99616	ACKR2	CCL13	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.016	0.008	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C98C08DA	CCR2_CCL13	simple:P41597	simple:Q99616	CCR2	CCL13	True	True	False	curated	False	0.001	0.0	0.01	0.002	0.869	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.01	0.002	0.87	0.012	0.0	0.02	0.012	0.88	0.0	0.0	0.0	0.0	0.0
CPI-SS0B887F7AC	CCR1_CCL13	simple:P32246	simple:Q99616	CCR1	CCL13	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.058	0.05	0.917	0.003	0.0	0.012	0.003	0.871	0.006	0.0	0.015	0.006	0.874
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ACKR2	CCL28	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.008	0.795	0.008	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	CCR10	CCL28	True	True	False	guidetopharmacology.org	False	0.002	0.789	0.002	0.003	0.0	0.003	0.789	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.237	1.024	0.237	0.238	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS092C1B321	CCR2_CCL26	simple:P41597	simple:Q9Y258	CCR2	CCL26	True	True	False	curated	False	0.0	0.003	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.049	0.0	0.013	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0
CPI-SS04EE957D8	CCR1_CCL26	simple:P32246	simple:Q9Y258	CCR1	CCL26	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.096	0.0	0.004	0.0	0.0	0.05	0.0	0.007	0.0	0.0	0.053
CPI-SS09199F78C	CCR1_CCL23	simple:P32246	simple:P55773	CCR1	CCL23	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.383	0.052	0.05	0.0	0.003	1.336	0.006	0.003	0.0	0.006	1.339	0.009	0.006	0.0
CPI-SS0D57FCA8C	IDE_CCL23	simple:P14735	simple:P55773	IDE	CCL23	True	True	False	InnateDB-All	False	0.003	1.336	0.005	0.003	0.0	0.046	1.379	0.048	0.046	0.0	0.003	1.336	0.006	0.003	0.0	0.02	1.353	0.022	0.019	0.0	0.012	1.345	0.014	0.011	0.0
CPI-SS041751A4D	CCR1_CCL18	simple:P32246	simple:P55774	CCR1	CCL18	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.389	0.051	0.07	0.003	0.0	0.343	0.004	0.023	0.006	0.0	0.346	0.007	0.026
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	1.296	0.051	0.055	0.0	0.004	1.249	0.005	0.008	0.0	0.007	1.252	0.008	0.011	0.0
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.17	0.027	0.032	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.011	0.016	0.02	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.702	0.056	0.283	0.266	0.13	0.658	0.012	0.239	0.222	0.086	1.404	0.758	0.985	0.968	0.832
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	0.003	0.932	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.93	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.075	0.075	0.111	0.0	0.25	0.026	0.025	0.061	0.0	0.229	0.004	0.004	0.04	0.0	0.0	0.0	0.0	0.0
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	NRG1		True	True	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.975	0.059	0.07	0.0	0.0	0.918	0.002	0.013	0.0	0.0	0.922	0.006	0.017	0.0
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.0	0.918	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.104	0.188	0.198	0.0	0.0	0.993	0.077	0.088	0.0	0.0	0.97	0.054	0.065	0.0
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	1.887	0.069	0.134	0.074	0.018	1.83	0.012	0.077	0.017	0.022	1.834	0.016	0.081	0.021
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.07	0.064	0.065	0.0	0.002	0.013	0.007	0.007	0.0	0.006	0.017	0.011	0.012	0.0
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.592	0.059	0.0	0.0	0.003	0.535	0.002	0.0	0.0	0.007	0.539	0.006	0.0
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.488	0.0	0.059	0.0	0.002	0.431	0.0	0.002	0.0	0.006	0.435	0.0	0.006	0.0
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.004	0.433	0.0	0.004	0.0	0.002	0.431	0.0	0.002	0.0	0.002	0.431	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	TNFSF11	TNFRSF11A	True	True	True	curated	False	0.001	0.095	0.002	0.002	0.006	0.0	0.0	0.0	0.0	0.0	0.002	0.096	0.002	0.002	0.006	0.001	0.095	0.002	0.002	0.006	0.022	0.116	0.022	0.022	0.026
CPI-SS027AFFC0E	NCR3_BAG6	simple:O14931	simple:P46379	NCR3	BAG6	False	True	False	curated	False	0.026	0.259	0.063	0.074	0.09	0.016	0.249	0.052	0.064	0.08	0.016	0.249	0.052	0.064	0.08	0.017	0.25	0.053	0.065	0.081	0.0	0.0	0.0	0.0	0.0
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	0.0	0.019	0.017	0.012	0.0	0.0	0.009	0.007	0.001	0.0	0.0	0.009	0.007	0.001	0.0	0.0	0.01	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.147	1.252	0.295	0.625	0.459	0.184	1.289	0.332	0.662	0.496	0.151	1.256	0.298	0.628	0.463	0.149	1.254	0.297	0.627	0.461	0.167	1.272	0.315	0.645	0.479
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.072	0.033	0.058
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	0.005	0.0	0.043	0.003	0.028	0.013	0.0	0.051	0.011	0.036	0.03	0.0	0.068	0.028	0.053	0.117	0.0	0.155	0.115	0.14	0.008	0.0	0.046	0.006	0.032
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	curated	False	0.014	0.324	0.0	0.015	0.0	0.003	0.312	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.311	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.002	0.312	0.0	0.003	0.0	0.091	0.401	0.0	0.092	0.0	0.027	0.337	0.0	0.028	0.0	0.003	0.313	0.0	0.004	0.0	0.016	0.326	0.0	0.017	0.0
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	0.016	0.302	0.019	0.016	0.072	0.004	0.29	0.007	0.004	0.06	0.0	0.0	0.0	0.0	0.0	0.003	0.29	0.006	0.003	0.059	0.0	0.0	0.0	0.0	0.0
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.003	0.29	0.006	0.004	0.059	0.093	0.379	0.095	0.093	0.149	0.029	0.315	0.031	0.029	0.085	0.005	0.291	0.007	0.005	0.061	0.018	0.304	0.02	0.018	0.074
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.002	0.289	0.005	0.003	0.058	0.009	0.295	0.011	0.009	0.064	0.0	0.0	0.0	0.0	0.0	0.003	0.29	0.006	0.003	0.059	0.018	0.304	0.02	0.018	0.074
CPI-SS0F21D6CA0	EPHB4_EFNB1	simple:P54760	simple:P98172	EPHB4	EFNB1	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.006	0.293	0.009	0.006	0.062	0.0	0.0	0.0	0.0	0.0	0.003	0.289	0.006	0.003	0.059	0.007	0.293	0.01	0.007	0.063
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.002	0.289	0.005	0.003	0.058	0.047	0.333	0.049	0.047	0.103	0.0	0.0	0.0	0.0	0.0	0.003	0.289	0.005	0.003	0.059	0.0	0.0	0.0	0.0	0.0
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	curated	False	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0
CPI-SS0DA366C78	EPHB2_EFNB3	simple:P29323	simple:Q15768	EPHB2	EFNB3	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.026
CPI-SS0A5B945E3	EPHB3_EFNB3	simple:P54753	simple:Q15768	EPHB3	EFNB3	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.026
CPI-SS0865716E5	EPHB4_EFNB3	simple:P54760	simple:Q15768	EPHB4	EFNB3	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.016
CPI-SS07CA5A6F1	EPHA4_EFNB3	simple:P54764	simple:Q15768	EPHA4	EFNB3	False	True	True	curated	False	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.0	0.005	0.0	0.002	0.006	0.0	0.314	0.0	0.311	0.315	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.003	0.007	0.0	0.0	0.0	0.0	0.0
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.0	0.006	0.0	0.002	0.0	0.0	0.095	0.0	0.091	0.0	0.0	0.031	0.0	0.027	0.0	0.0	0.007	0.0	0.003	0.0	0.0	0.02	0.0	0.016	0.0
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.0	0.007	0.0	0.003	0.0	0.0	0.017	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.0	0.005	0.0	0.001	0.0	0.0	0.738	0.0	0.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.005	0.0	0.0	0.015	0.0	0.011	0.0
CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	EPHA3	EFNA5	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.052	0.0	0.048	0.0
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.001	0.007	0.0	0.002	0.016	0.311	0.317	0.0	0.311	0.326	0.0	0.0	0.0	0.0	0.0	0.002	0.008	0.0	0.003	0.017	0.0	0.0	0.0	0.0	0.0
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	0.004	0.062	0.0	0.007	0.008	0.014	0.072	0.0	0.017	0.018	0.0	0.0	0.0	0.0	0.0	0.001	0.059	0.0	0.005	0.006	0.0	0.0	0.0	0.0	0.0
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	0.002	0.06	0.0	0.005	0.006	0.735	0.793	0.0	0.738	0.739	0.0	0.0	0.0	0.0	0.0	0.005	0.063	0.0	0.009	0.01	0.012	0.069	0.0	0.015	0.016
CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	EPHA3	EFNA3	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.059	0.0	0.005	0.005	0.048	0.106	0.0	0.052	0.053
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.006	0.071	0.009	0.018	0.019	0.017	0.081	0.019	0.028	0.029	0.0	0.0	0.0	0.0	0.0	0.004	0.068	0.006	0.015	0.016	0.0	0.0	0.0	0.0	0.0
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.004	0.069	0.007	0.016	0.017	0.737	0.801	0.739	0.748	0.749	0.0	0.0	0.0	0.0	0.0	0.008	0.072	0.01	0.019	0.02	0.014	0.078	0.016	0.025	0.026
CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	EPHA3	EFNA4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.068	0.006	0.015	0.016	0.051	0.115	0.053	0.062	0.063
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.002	0.394	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	TTR	AGER	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.004	0.009	0.002	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	GPR37	PSAP	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.082	1.58	3.725	0.92	1.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.111	1.608	3.753	0.948	1.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.132	0.011	0.043	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.13	0.01	0.042	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.0	0.02	0.075	0.006	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.075	0.005	0.013	0.0	0.02	0.075	0.005	0.013	0.0	0.212	0.267	0.198	0.205
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	CSF1	CELSR3	True	False	True	I2D	False	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.196	0.195	0.0
CPI-SS04861AD1A	FGFR4_SCGB3A1	simple:P22455	simple:Q96QR1	FGFR4	SCGB3A1	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.0	0.001	0.0	0.196	0.0	0.0	0.153	0.0
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	0.0	0.0	0.13	0.006	0.0	0.0	0.0	8.472	8.349	0.0	0.0	0.0	0.125	0.002	0.0	0.0	0.0	0.132	0.009	0.0	0.0	0.0	0.129	0.006	0.0
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.0	0.0	0.303	0.179	0.0	0.0	0.0	0.189	0.066	0.0	0.0	0.0	0.135	0.012	0.0	0.0	0.0	0.782	0.658	0.0	0.0	0.0	0.15	0.027	0.0
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	0.009	8.969	0.009	0.014	0.0	8.351	17.311	8.352	8.357	0.0	0.004	8.964	0.005	0.01	0.0	0.011	8.971	0.012	0.017	0.0	0.008	8.968	0.009	0.014	0.0
CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	CEACAM5	CEACAM6	False	False	False	curated	False	0.013	8.973	0.013	0.018	0.0	19.288	28.248	19.288	19.293	0.0	0.016	8.976	0.016	0.021	0.0	0.028	8.988	0.029	0.034	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	CEACAM8	CEACAM6	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.005	8.965	0.006	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	False	False	False	curated	False	0.006	8.966	0.006	0.011	0.0	8.966	17.926	8.966	8.971	0.0	0.006	8.966	0.007	0.012	0.0	0.011	8.971	0.012	0.017	0.0	0.0	0.0	0.0	0.0	0.0
